REG_ANS,trimestre,receitas_totais,despesas_totais,receita_assistencial,sinistro_liquido,despesa_administrativa,faturado_bruto,glosa,coparticipacao,dado_confiavel,padrao_tipico
315583,3T2025,10822775.24,7447185.32,10092370.5,4382675.56,1756865.94,13319974.08,1821985.64,1951719.61,True,True
316849,3T2025,4218770.47,4218770.47,4113817.76,3129172.91,958640.2,3129172.91,,,True,True
316873,3T2025,48725656.45,45221249.31,46138931.99,36578302.67,6533672.37,40282722.94,80174.22,3447750.06,True,True
317632,3T2025,114799268.85,111178298.87,93141462.76,89843922.56,12633034.45,104274962.21,3425921.41,1300792.07,True,True
320820,3T2025,18984997.12,19269009.32,15649761.54,14847611.27,3879247.92,17577827.76,2409122.47,352944.2,True,True
323080,3T2025,1349767788.12,1538540050.8,1242477125.06,1296030137.77,124951808.43,1772792912.06,652923788.18,75656585.26,True,True
324477,3T2025,86590312.31,93850502.78,81400723.6,78348549.11,12476267.94,94076207.16,13709300.61,2085185.43,True,True
324493,3T2025,70868745.06,61938108.69,64157332.4,53823802.29,5196220.31,58473049.71,1045256.62,4513394.22,True,True
327557,3T2025,33795191.86,28252973.27,28678181.55,26266177.12,1823822.21,31431528.02,857118.36,3412904.32,True,True
329665,3T2025,14551263.2,13548871.29,14096831.23,11960449.51,1579404.58,14871525.45,176774.96,1605000.88,True,True
330281,3T2025,16716949.96,15574214.41,15024737.09,12467569.57,2809027.04,13840047.69,1273928.45,229666.57,True,True
330809,3T2025,30202361.63,23661430.8,26483299.86,23173371.25,391941.28,24391364.45,51935.98,772217.75,True,True
331317,3T2025,121945649.95,102651418.75,106286180.1,80803831.52,14647918.85,144060931.36,19604975.05,3942474.63,True,True
331988,3T2025,181704606.18,169019015.51,139956793.58,129112287.86,4603409.13,154198461.64,9155739.7,18579761.62,True,True
335754,3T2025,30951352.78,32737605.5,27499716.2,29834257.52,1884335.31,32233418.96,1635199.08,852539.92,True,True
335789,3T2025,11252413.37,13577585.75,8171904.55,6420754.28,894802.18,9461136.53,514299.56,2564938.99,True,True
338648,3T2025,57346201.26,58039314.42,48539240.93,46762134.52,4635109.54,57858894.97,1596645.54,5898854.8,True,True
342611,3T2025,52065047.1,50353945.35,33175439.05,37562177.4,6613452.13,113181845.2,763639.36,2518145.2,True,True
343129,3T2025,9721806.99,9339490.85,8903156.44,7918838.08,1109144.91,8531046.19,508905.98,173418.6,True,True
343331,3T2025,26093517.19,23430494.44,23089444.16,20744525.66,2543033.7,24302318.06,988344.35,2567972.3,True,True
344184,3T2025,1394139.0,1357594.77,1310124.23,928124.2,154058.32,1355250.33,18339.71,367704.77,True,True
346659,3T2025,2131466188.74,2373303512.91,1923379014.67,2096372901.58,135540609.84,2348529699.97,141384746.93,58489689.65,True,True
346926,3T2025,440880611.37,416048541.23,421123137.37,342203860.73,35665804.44,365329006.33,30956628.54,5398647.95,True,True
347825,3T2025,4819932.77,3668421.53,4337565.74,2835681.29,805015.91,3341110.27,368166.01,163938.23,True,True
352331,3T2025,272136010.57,395442691.55,163683810.83,328214352.68,10428367.31,379640436.57,33816830.29,5323728.64,True,False
355151,3T2025,105836870.92,103862233.56,92383841.9,86937632.33,8701489.67,113989807.1,14080779.77,13127006.07,True,True
356476,3T2025,41737733.77,39650040.36,39071155.79,36300882.66,2697562.23,41954271.91,926317.65,4799303.23,True,True
357669,3T2025,8332765.34,6500039.48,6625245.1,4822078.17,1284646.55,5886273.52,427277.73,494631.86,True,True
358754,3T2025,20696519.81,12769039.72,15663499.61,7447823.61,3603717.17,9676717.3,693688.36,1533000.92,True,True
359122,3T2025,33702796.48,31351334.12,30345017.17,26040494.07,2750198.43,29769719.38,1887491.0,1841734.31,True,True
361011,3T2025,225006678.9,172930959.63,144744300.22,141336092.06,24559587.69,161266525.28,19048494.9,1943106.59,True,True
361461,3T2025,23724308.34,26862912.34,22603505.0,21770203.87,2697112.04,24938974.6,1315793.29,2367625.47,True,True
363855,3T2025,29849853.53,30517192.82,27538562.1,26012546.9,2539011.63,28925879.31,3131.72,3436388.59,True,True
368920,3T2025,30483133.54,31661374.43,27904642.45,25953649.24,2689788.22,29850599.85,2306017.27,2396286.7,True,True
378216,3T2025,21422962.11,19106157.61,18459210.07,16394213.17,2490944.07,17609195.01,609663.04,1181324.82,True,True
380661,3T2025,94522004.52,74995825.21,88216929.7,61706543.08,10055353.54,96616033.31,4330640.15,24587289.29,True,True
382639,3T2025,1864361.56,1785575.13,601564.11,732967.2,43865.56,1043161.65,2360.72,260220.6,True,True
384704,3T2025,11051315.19,8905560.45,10502948.35,8047072.17,736111.05,8954610.49,502313.86,239872.72,True,True
385697,3T2025,136281000.41,130741127.87,111881485.4,113984788.17,13853155.04,187257493.41,19918797.28,13677044.73,True,True
387185,3T2025,6450604.84,7380499.85,4860946.73,5740526.39,1512141.77,9309943.12,472175.0,,True,True
388092,3T2025,4389255.41,5335991.22,3691422.49,4032163.64,558608.1,4526062.12,192738.1,296363.08,True,True
390259,3T2025,3223776.27,3011552.58,3077126.21,2125937.14,866626.79,2208072.96,,86942.51,True,True
393533,3T2025,4206949.76,3848311.2,3418516.09,3010085.96,1327641.71,15855702.11,340166.59,,True,True
402206,3T2025,8066608.31,8489426.3,6072255.03,6256072.47,476217.36,7554079.67,642648.0,711230.92,True,True
404241,3T2025,3827558.85,4437724.33,2456383.17,4054238.46,262527.04,6629630.87,55902.48,2651279.22,True,False
406635,3T2025,3399816.89,2814826.78,2908949.98,2194795.38,533489.33,2459701.71,6095.72,332765.46,True,True
406813,3T2025,1768791.4,1308086.96,1500709.93,1095892.15,175986.09,1409904.09,3176.98,316824.36,True,True
406937,3T2025,7222347.73,7380948.03,6364959.13,6219706.57,499743.25,7306541.71,0.0,1351036.83,True,True
406945,3T2025,16035684.97,14988638.39,15059046.19,13494210.55,1188670.48,15821338.92,666955.74,1783669.79,True,True
407569,3T2025,2475435.06,2011521.3,2305577.81,1656505.29,353665.36,1656505.29,0.0,0.0,True,True
408026,3T2025,2055012.24,1673067.72,1645230.81,1518866.53,204968.03,1859815.72,,328426.63,True,True
408034,3T2025,2190864.93,1296696.89,1875610.27,898487.61,377480.65,1149672.33,-2328.12,251230.05,True,True
408093,3T2025,1274443.2,2310346.94,1061179.43,2021921.3,233043.57,2175654.91,4806.82,192586.32,True,False
408263,3T2025,2497199.03,2922930.9,2372693.7,2773932.03,207284.6,3029917.85,74.9,263929.46,True,True
408794,3T2025,9434539.8,9811923.51,8608977.79,8565679.51,1137389.16,9703420.26,681594.14,516823.82,True,True
409243,3T2025,58160338.9,57014173.43,53000263.5,48823304.76,6075916.43,53880450.76,1800818.27,3298832.08,True,True
409405,3T2025,1249518.94,1187801.4,1193678.21,859340.28,240344.65,1330281.79,10508.88,449931.95,True,True
409413,3T2025,3639152.86,4024678.35,2828864.5,3495683.82,508377.85,3800698.1,109482.96,257773.85,True,True
410110,3T2025,15237611.33,16071830.09,9381017.48,6102677.9,1189791.19,6636224.77,37423.02,527881.16,True,True
410128,3T2025,12872076.3,12567197.31,12289600.37,11541290.19,941176.87,12308677.24,57555.15,781853.2,True,True
410608,3T2025,5011329.19,5170981.41,4762547.34,4068870.23,649345.72,5038596.53,121103.57,865894.33,True,True
411248,3T2025,1863162.85,1800828.93,1767056.8,1369202.37,409277.25,1711320.1,62618.19,247692.17,True,True
411809,3T2025,3102647.24,3495404.33,2988281.15,3146001.29,285925.79,3714091.82,138712.49,554507.58,True,True
412295,3T2025,19530615.02,17143540.0,16517156.31,15223038.78,1411811.09,17170916.76,568141.07,1551136.07,True,True
412635,3T2025,4586212.66,5880023.73,4150304.98,3357674.64,1775461.43,3315526.65,43187.6,260700.03,True,True
413518,3T2025,7268738.74,6728668.06,6428111.5,5690135.49,994729.02,6518918.04,295330.56,496963.08,True,True
413534,3T2025,368247386.86,369184961.54,317414653.85,232412884.88,28407553.12,244669499.04,8452037.99,1496790.65,True,True
414026,3T2025,2194993.28,1845880.21,1776229.39,1482768.19,263858.37,1757635.18,36693.76,204989.25,True,True
414212,3T2025,8630315.1,7048560.95,8163694.77,6339035.28,611470.87,7309373.73,95360.81,856197.96,True,True
414310,3T2025,32374364.71,36699855.44,28094987.75,32414593.2,3184551.17,47245207.84,2121856.87,4979137.31,True,True
414689,3T2025,753444.61,792307.31,430883.84,55264.12,608723.19,2593211.87,143542.17,263861.13,True,False
416401,3T2025,70565418.51,65327207.61,64828953.71,56995883.18,3880841.71,67387205.03,3622963.31,7231759.27,True,True
416568,3T2025,45753234.49,47731972.9,39990396.02,40920303.0,5029066.01,84003596.21,2367361.47,7069076.44,True,True
416584,3T2025,12230893.52,12927424.13,11536606.09,12046038.22,715836.88,15883156.09,944173.99,2849128.57,True,True
416690,3T2025,22959585.89,25612457.67,19670990.5,22785648.09,2094822.74,25788907.21,1876957.96,1523375.64,True,True
417211,3T2025,24220103.96,21146279.14,20689781.08,19553355.88,1482544.63,20485801.85,932445.97,,True,True
417297,3T2025,36727848.47,29610455.84,33767204.53,24934981.95,2869039.87,37785324.89,2019113.12,1860756.73,True,True
417505,3T2025,180983410.03,135098749.61,158702483.36,129663161.86,10910921.88,157675272.08,9864542.11,11632716.56,True,True
417548,3T2025,58510746.05,56326085.35,57539238.1,49006536.4,5159650.78,52737830.95,1345871.86,2267069.03,True,True
417661,3T2025,21197352.93,21060925.58,19661489.1,18111675.3,2221657.56,20345126.15,1179599.76,382633.9,True,True
417955,3T2025,29084935.93,24356651.6,23674227.94,21194504.19,2529153.59,23077575.67,2213780.44,,True,True
418129,3T2025,3081331.18,3720918.47,2136337.38,2682665.39,307116.48,2634380.42,0.0,,True,True
418285,3T2025,11165019.06,9276727.08,1755555.29,0.0,5231931.2,45154436.86,117521.26,530650.08,True,False
418374,3T2025,34721565.79,39339433.22,32434224.24,26775819.32,5265460.79,46111963.94,2935004.46,1712906.24,True,True
418617,3T2025,13450037.58,11520663.86,12252802.41,10927505.86,563258.15,11943389.47,1070159.98,,True,True
418650,3T2025,59118515.85,57785263.7,55255588.06,46407594.32,5876030.94,50518750.53,4664330.59,,True,True
418820,3T2025,18320829.54,18886530.43,15706186.4,15787237.13,1316566.99,18866946.94,3295106.24,,True,True
419010,3T2025,142950112.68,129873670.48,135286724.56,120895606.41,9445351.62,136778881.58,4939756.51,11466318.5,True,True
419133,3T2025,58536377.58,57862805.34,43303223.08,0.0,43295394.9,578807106.71,19763418.54,12330955.78,True,False
419427,3T2025,24417295.74,30688396.42,21066470.55,22817934.59,6193892.41,23100998.85,291133.26,38970.18,True,True
419591,3T2025,1978300.57,2544968.53,1922023.45,1894210.62,631714.14,1984920.2,26750.85,,True,True
419851,3T2025,3337401.84,2583867.6,3131910.6,2965048.73,259672.69,3955229.0,13655.1,1072338.68,True,True
420077,3T2025,201459973.23,194564666.08,71413578.96,81143631.13,7288258.27,82481451.88,1337820.75,,True,True
420093,3T2025,1205966.91,1400106.08,1151549.74,1240359.14,127776.36,1496488.24,72018.85,193125.17,True,True
420701,3T2025,11118910.13,11746885.56,10632205.15,11231538.65,409537.25,12439380.67,271246.96,1143795.87,True,True
421341,3T2025,41654421.51,30851562.35,36273555.7,24830601.75,3800332.76,28488080.6,2776450.08,960915.5,True,True
422053,3T2025,6716435.45,6409587.59,0.0,0.0,3873045.25,44533742.73,287162.42,260959.99,False,False
422070,3T2025,21120186.11,24725482.02,18925172.39,20774490.35,2826845.85,29509283.66,1760464.38,1438308.89,True,True
422631,3T2025,89035524.34,74017742.14,62375146.61,-9996746.79,75441520.93,1519436243.81,144548899.68,,True,False
423203,3T2025,1731819.06,1695232.58,1696454.37,1026513.63,488220.19,1371563.25,124533.94,216415.53,True,True
423319,3T2025,20355511.55,18717278.68,19761884.16,14284474.19,2262935.17,15623945.87,1128262.58,786930.16,True,True
423432,3T2025,1211465.99,570068.17,1140344.48,267608.08,272974.12,229566.02,0.0,,True,True
423513,3T2025,328297.21,85545.57,,,85297.77,,,,False,False
423777,3T2025,178925.75,118432.81,,,117905.64,,,,False,False
424188,3T2025,1086483063.84,723634120.38,1056016533.58,603356751.82,28015059.39,656311976.38,8992990.22,62821365.25,True,True
302627,4T2025,15402673.01,16069781.41,12170029.85,13928524.36,1398051.63,14643968.6,824699.92,172513.93,True,True
304131,4T2025,31475505.26,39755439.06,29597491.64,36098064.27,2559876.09,38440138.93,2733817.04,498471.61,True,True
306754,4T2025,18728912.69,18559394.06,14390810.99,11666825.3,3038686.08,13591269.79,1116977.34,807467.15,True,True
307319,4T2025,109538162.58,100019484.56,74875155.89,86552004.12,7388632.22,98302672.6,3888811.91,11193205.56,True,True
307751,4T2025,45557234.96,37197968.31,41744114.48,33712526.28,3478210.22,36172243.05,2126687.45,284107.78,True,True
312126,4T2025,644672211.95,642160409.27,582839992.97,600746142.44,27172593.44,686512124.77,88523984.11,2595299.36,True,True
314251,4T2025,23694409.87,23039041.05,22357086.81,20034835.37,2072122.9,21351715.46,1077315.49,546485.1,True,True
314668,4T2025,88046942.52,87045281.06,75998485.77,61022189.49,10143099.77,75828028.93,1214965.03,6283515.65,True,True
315044,4T2025,75029359.89,69628805.63,68420195.98,64212618.06,2113400.92,71953339.39,298769.41,7020555.18,True,True
315478,4T2025,446981954.41,463198883.32,402824328.98,441185228.8,18160260.12,495523296.02,41558229.3,11712020.87,True,True
315567,4T2025,55635331.75,49370814.83,50888903.74,45415278.76,3082964.23,48730885.94,432033.04,1262439.37,True,True
315583,4T2025,10274913.58,14408304.5,1375736.6,4968411.15,1891402.25,13695631.02,1431546.19,1862984.1,True,False
316849,4T2025,3949721.2,3949721.2,3840071.58,2850116.03,1011903.04,2850116.03,,,True,True
316873,4T2025,48235920.48,45689626.1,45962593.9,36761162.18,6555215.69,40176871.98,177032.39,3186978.78,True,True
317632,4T2025,115896821.27,112267301.16,94912937.27,88128614.41,12756751.35,101533592.88,3651503.38,2591582.68,True,True
320820,4T2025,18540040.59,18301044.02,15478579.56,13535130.39,4091792.01,16061628.01,2285103.44,407185.04,True,True
323080,4T2025,1870188680.26,1395165341.07,1437676514.87,1122433324.77,144578813.39,1789455875.73,419904986.12,58455163.9,True,True
324477,4T2025,95235012.75,80555810.98,90330706.97,63657571.64,13263586.03,80241907.23,12752818.46,2059935.21,True,True
324493,4T2025,74898905.12,61768386.24,70381863.38,51322461.31,5717842.73,56093677.73,1109837.26,4465674.24,True,True
327557,4T2025,32832704.9,28347920.68,34047217.87,25278476.48,1896041.06,30208108.4,888555.22,3456039.79,True,True
329665,4T2025,17646255.61,13391235.22,17077464.26,12316977.82,1060303.98,14966528.99,561135.04,1135021.99,True,True
330281,4T2025,17165110.0,17925486.48,15463860.86,13792751.26,3436870.62,16471447.17,2351005.99,326072.82,True,True
330809,4T2025,29434045.48,35832780.26,25758352.56,34996627.52,478687.57,35309339.42,252111.39,944627.82,True,True
331317,4T2025,113227044.76,118092329.58,100629199.61,92737550.87,17360797.48,143184132.35,11825637.98,4561174.17,True,True
331988,4T2025,214478966.41,225191232.9,129674742.79,139251589.37,5692258.65,158300648.17,6696077.87,15863340.97,True,True
335754,4T2025,31896801.41,32169511.87,28378802.81,28947490.84,1855098.75,31698354.39,1463268.36,1037909.95,True,True
335789,4T2025,14803540.16,10893571.07,8375855.86,6450692.63,944559.06,9726071.68,560675.24,2757221.9,True,True
338648,4T2025,59263646.62,59208361.58,47648617.73,50555347.18,4937074.43,56115548.31,1970375.28,6375232.84,True,True
339636,4T2025,63591081.37,62294199.81,38299601.51,3679364.91,47330995.85,359523860.74,26885410.84,28288483.27,True,False
342611,4T2025,63401714.93,47489285.66,46199502.22,33701934.3,7320985.18,109509590.44,2294773.49,5617783.42,True,True
343129,4T2025,9187553.08,9040812.33,8601487.51,7991024.07,1238522.58,8541410.46,436243.18,214776.19,True,True
343331,4T2025,25208029.54,24416789.92,21801676.39,21428522.01,2577074.39,25336584.7,1076507.67,2856643.21,True,True
344184,4T2025,1439368.21,1463900.45,1331786.86,1052952.98,162456.66,1408569.23,9991.85,337009.26,True,True
346659,4T2025,2376933957.3,2272853148.81,2147148263.56,2004252060.48,150029570.57,2264198531.28,141106374.39,65832739.97,True,True
346926,4T2025,464342989.38,472319943.28,442726267.49,408991001.22,39823791.46,434880716.15,37006033.14,6234086.98,True,True
347825,4T2025,4794345.68,4606709.13,4371906.12,3671095.94,805757.18,4033040.87,296026.41,41948.93,True,True
352331,4T2025,571890434.08,398228219.12,169676918.07,326110840.78,13090531.15,379270800.22,34136759.51,5156002.56,True,False
355151,4T2025,109169753.81,113071763.86,91494038.46,92138962.05,8911327.24,118859940.4,12648212.12,14719095.44,True,True
356476,4T2025,42337575.6,41444755.66,38869380.82,37164640.06,2987161.42,42124346.62,762467.43,4996179.19,True,True
357669,4T2025,7372776.41,8477977.25,5831420.41,6849497.49,1144899.11,7993375.83,755423.92,515303.18,True,True
358754,4T2025,30604171.04,43687205.2,27383635.97,35268130.51,6628485.39,41372484.59,2459660.74,3594778.93,True,True
359122,4T2025,33272376.65,30227872.38,30848858.07,24838078.19,2727295.96,28314167.19,1645680.31,1830408.69,True,True
361011,4T2025,78048729.14,121253622.96,187963418.71,152023383.01,-21689342.85,161070437.85,7933072.37,2069408.52,True,True
361461,4T2025,24942432.55,25981226.85,22392867.54,21050135.08,2723758.67,24421076.64,1321513.72,2456556.08,True,True
363855,4T2025,30935061.28,31359411.79,28441068.83,26035140.04,2748530.1,29313229.22,0.0,3470424.03,True,True
368920,4T2025,33752727.06,26449246.26,31151085.54,20953050.55,3149044.85,24771245.8,1563570.77,2483708.9,True,True
378216,4T2025,21024165.39,20839754.49,17824878.51,17084815.29,3743594.07,18524502.76,833270.07,1238426.88,True,True
380661,4T2025,97324371.29,96840298.88,90082345.53,80498645.2,10893331.59,102395662.42,14944471.69,6544687.61,True,True
382639,4T2025,1888277.14,1882262.78,660236.9,656309.19,170029.57,1040278.27,2022.97,330722.05,True,True
384704,4T2025,10610968.13,12367998.4,10142323.41,10997971.14,826708.19,11343555.74,330422.57,192373.13,True,True
385697,4T2025,152898208.36,155871824.48,118186535.39,114877205.15,15692839.79,187434011.72,17913216.03,12694942.06,True,True
387185,4T2025,7596362.33,10150251.1,5784378.25,7841182.79,2085134.24,10848104.83,454815.31,,True,True
388092,4T2025,4560016.75,5781365.01,3900484.97,4531686.52,730391.77,4854009.62,202163.68,133979.42,True,True
390259,4T2025,3320146.18,3468694.57,3157175.83,2391439.94,932881.41,2456616.34,,105923.97,True,True
393533,4T2025,-856967.71,-847817.08,-1579025.48,0.0,1383564.47,13256539.63,381737.94,,False,False
402206,4T2025,8036149.59,9106874.65,6028047.59,6690514.84,451176.87,7932609.04,598225.9,752204.44,True,True
404241,4T2025,3099747.22,6714609.29,1752134.42,6051749.94,519799.86,8467593.15,122190.94,2554555.06,True,False
406635,4T2025,3305422.31,2374557.27,2927620.46,1828418.55,489857.66,2182822.82,665.96,363254.32,True,True
406813,4T2025,1848863.39,2301204.26,1589758.44,1014599.77,809371.27,1318038.99,2375.17,296004.59,True,True
406937,4T2025,7349082.78,6801767.75,6497171.94,5850938.38,481407.08,7194294.15,0.0,1376336.69,True,True
406945,4T2025,15670002.56,19280449.55,14829889.46,16836445.84,1119779.84,19618411.45,1691006.33,1636297.52,True,True
407569,4T2025,2495514.05,2333677.98,2358805.97,1921357.88,410673.07,1901357.88,0.0,0.0,True,True
408026,4T2025,1307236.68,1845413.07,1177273.25,1655883.47,266951.59,1998329.02,22360.31,331681.17,True,True
408034,4T2025,1815439.42,1927663.6,1667611.85,1551092.96,375088.56,1930119.94,108402.05,297013.44,True,True
408093,4T2025,1971016.75,1025924.94,1562308.26,611213.2,286662.96,806216.86,19282.46,143781.43,True,True
408263,4T2025,2194188.86,3397819.04,2092509.25,3068179.37,274450.29,3351826.8,14339.57,362462.51,True,True
408794,4T2025,7182704.44,10510388.65,6428362.81,9304451.89,1061474.81,10304700.23,757549.37,525148.08,True,True
409243,4T2025,57364523.11,62493351.57,53223937.24,52554661.64,7261251.87,56742652.58,1897655.85,3253498.93,True,True
409405,4T2025,1239510.25,1823546.43,1181164.51,1091215.89,256693.97,1611511.01,10589.98,516160.89,True,True
409413,4T2025,4229381.46,4159798.15,3467350.37,3529172.18,530790.97,3857486.36,122784.18,276168.65,True,True
410110,4T2025,15589542.5,15048677.55,9586301.85,6879859.42,961975.93,7504378.66,29871.17,607190.37,True,True
410128,4T2025,12779751.37,11879774.58,12497161.64,10703180.31,1031317.93,11744052.95,180439.68,868863.13,True,True
410608,4T2025,5371453.2,5457758.91,5121777.89,4463555.25,757644.05,5550676.71,130401.14,1003506.58,True,True
411248,4T2025,1831728.2,2355921.67,1738407.38,1830279.62,455276.19,2140459.35,42197.05,275356.42,True,True
411809,4T2025,3630444.17,3462695.96,3525566.44,3121617.85,257127.54,3912065.74,154707.05,576548.49,True,True
412295,4T2025,20232845.59,20465140.76,13864368.9,14749604.18,1399489.75,17150329.33,679805.56,1724957.15,True,True
413518,4T2025,7376637.1,6709322.57,6505262.82,5882032.17,784195.76,6943833.55,342574.36,554782.07,True,True
413534,4T2025,379102478.02,380885880.4,328008304.5,222281011.45,35809578.08,231253443.21,5892071.62,2033560.9,True,True
414026,4T2025,2380923.96,2067186.81,1802504.36,1659911.43,282313.75,1941830.47,31727.57,242223.77,True,True
414212,4T2025,7581157.84,7229225.54,7169178.47,5335354.24,300168.21,6362037.17,70302.43,863381.76,True,True
414310,4T2025,36936739.65,38777525.21,32342812.76,33147735.92,3753087.67,49272582.21,2612528.76,5306574.54,True,True
414689,4T2025,1464937.53,717038.58,752163.38,-94055.56,646234.46,2080726.38,64213.97,316601.59,True,False
416401,4T2025,65467351.56,71774633.78,59609039.11,61581200.56,4621626.6,73124956.82,4808328.63,7087828.46,True,True
416568,4T2025,47630015.03,46215500.17,42444482.14,39058184.81,5532873.91,81496388.91,2179259.71,7545376.7,True,True
416584,4T2025,10742834.32,13021426.34,10110133.53,12174721.74,672589.8,15505521.92,794417.14,2735617.86,True,True
416690,4T2025,22850148.03,27135804.99,19613997.36,22908215.49,3311268.98,25224871.95,1159569.1,1641511.29,True,True
417211,4T2025,26436732.14,20791369.63,22836860.14,18235505.66,1766676.1,19057680.58,822174.92,,True,True
417297,4T2025,36494575.65,32540733.15,33359994.59,27125528.11,2916320.06,40251791.44,2114514.83,1785395.6,True,True
417505,4T2025,193587917.89,158758653.36,168334730.08,130338727.3,12630698.05,151585422.45,7588395.05,11654474.68,True,True
417548,4T2025,57218613.33,57726404.27,56351442.68,49674555.36,5766577.79,52638427.67,1211982.06,2125369.81,True,True
417661,4T2025,21259366.97,20147507.6,19707914.6,17160922.3,2201731.28,19920317.55,1254240.8,491671.29,True,True
417955,4T2025,28607638.77,25297771.22,23757954.33,21118819.37,3590110.95,23872003.12,3076853.86,,True,True
418129,4T2025,3160710.51,3737993.95,2313801.39,2719097.2,401525.37,2856718.98,221772.38,,True,True
418285,4T2025,11301589.62,9985164.36,2048093.02,500.0,5960871.81,46060433.09,19284.34,648270.7,True,False
418374,4T2025,33021608.49,29551621.18,28945021.85,19349897.16,5253358.69,43703869.07,7964217.27,1815474.39,True,True
418617,4T2025,14736826.07,12038615.36,13536624.9,11051693.86,644617.5,12179076.94,1070433.48,,True,True
418650,4T2025,70147257.65,59272728.16,65780787.83,47614540.55,6775485.27,51139312.54,4534406.49,,True,True
418820,4T2025,18841641.48,15952471.84,16413511.12,13357023.49,1254377.45,16659856.42,3458609.41,,True,True
419010,4T2025,137869748.74,128472914.4,124140542.01,111482821.94,9558252.74,126490616.34,4566580.59,11058056.8,True,True
419133,4T2025,55062276.63,911699891.56,44676595.4,0.0,42739759.71,546995204.75,20972369.53,13527185.0,True,False
419427,4T2025,24597990.21,27254719.88,21317918.53,18789917.55,7000269.19,19247478.78,498202.25,14020.58,True,True
419591,4T2025,2009530.24,2009283.88,1955304.03,1384975.21,601686.81,1642581.92,51842.23,2475.47,True,True
419851,4T2025,-9435546.07,-9555354.49,-8896560.63,-8522173.47,-856334.9,-11080021.8,-17338.15,-2730422.96,False,True
420077,4T2025,209069260.64,199374117.36,73297724.54,82172642.93,12496402.92,83729526.44,1556883.51,,True,True
420093,4T2025,1040591.44,1363312.74,984154.16,993893.28,136069.68,1264701.54,59820.95,232897.7,True,True
420701,4T2025,11081832.86,10326531.11,10607930.25,9829757.86,404384.25,11398793.42,416572.96,1239875.85,True,True
421341,4T2025,39418348.74,32664651.84,33878779.11,25263633.25,4220361.15,29503335.29,3521586.68,970184.73,True,True
422053,4T2025,6977559.65,6581936.8,0.0,-0.17,3776633.68,46367579.33,81473.24,362257.57,False,False
422631,4T2025,116927538.45,95155555.64,90703049.23,15085481.86,69394982.03,1484766751.51,108283379.5,,True,False
423203,4T2025,1970629.64,3222114.93,1952071.51,2720688.98,403945.41,2982456.43,27574.79,254840.48,True,True
423319,4T2025,24504640.77,24298875.31,23952749.49,19110359.23,2120749.36,20678384.47,1439987.61,811445.54,True,True
423432,4T2025,1130993.74,831045.41,987438.57,510770.13,281495.59,489909.22,12394.02,,True,True
423513,4T2025,319300.63,149594.84,,,53912.8,,,,False,False
423777,4T2025,93745.51,73636.85,,,73526.85,,,,False,False
424188,4T2025,645027962.17,771417659.48,588146084.81,576642290.65,30280369.14,658189493.48,26135211.85,67087196.31,True,True
302627,1T2026,12202572.14,15637739.93,9068841.61,13901451.71,1233173.66,14752577.74,1115808.35,171540.88,True,False
304131,1T2026,48895505.37,38583316.33,47076501.94,31640117.36,3112526.01,34692171.92,2974639.6,451528.18,True,True
306754,1T2026,18551128.27,17159782.34,14377193.2,10442143.12,2883324.61,11977726.91,960437.7,575146.09,True,True
307319,1T2026,122720557.73,94841330.73,82663625.88,81456735.43,7658682.73,92806436.67,3534334.2,10240235.81,True,True
307751,1T2026,45107941.21,29119524.83,40976891.15,26299045.53,2752832.73,28325317.01,1812947.79,254323.56,True,True
312126,1T2026,701571179.4,558604670.6,641133034.99,527531628.47,17384381.93,599059886.98,69435300.68,542560.34,True,True
314251,1T2026,25235053.62,22938716.5,23918878.34,19916890.89,2076014.05,21724574.83,1547170.48,519614.37,True,True
314668,1T2026,94285632.2,70498799.58,83115154.8,49757832.94,9534146.9,67189762.14,1411788.08,5151954.22,True,True
315044,1T2026,73133917.74,57889090.86,67930733.33,52336254.56,3498814.45,59867946.28,310234.45,6347222.64,True,True
315478,1T2026,394150303.75,365647636.98,352229551.21,330339662.21,19160749.53,363610756.89,31026792.28,2364499.88,True,True
315567,1T2026,55679086.49,50009791.54,51144729.67,46204181.59,2856497.95,48966671.56,562075.0,708048.0,True,True
315583,1T2026,9644808.72,5833223.5,6735814.08,3837657.85,1843148.46,10774741.58,1136227.61,2066530.93,True,True
316849,1T2026,3789758.16,3789758.16,3694443.3,2796660.52,975852.8,2796660.52,,,True,True
316873,1T2026,48709305.1,46714907.68,45751187.52,37982627.66,6714347.47,41244405.51,118459.26,3290648.93,True,True
317632,1T2026,116756019.98,110066049.7,97271677.57,81867623.21,19291208.91,92390652.47,2651357.29,1780861.09,True,True
320820,1T2026,18205431.06,17837446.64,15000808.35,13880133.19,3082541.33,16161912.37,2425826.6,347576.05,True,True
323080,1T2026,1580145078.64,1533095118.91,1473043485.51,1211396005.76,139490498.36,1813842266.74,293976386.89,75822613.83,True,True
324477,1T2026,19698293.68,88360308.42,81659147.37,66362122.74,13998603.24,77227526.89,7357258.26,1615438.65,True,True
324493,1T2026,74965961.79,58216016.68,70208513.62,49493726.9,5453085.13,54188685.88,1486311.25,3917974.55,True,True
327557,1T2026,32768795.65,27827485.54,30790836.42,25751087.89,1850107.9,30143387.07,926965.43,3081110.07,True,True
329665,1T2026,11818730.59,11219785.12,11440398.22,10085194.95,1122982.67,12064356.07,310543.47,988865.97,True,True
